date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,turnover
2023-01-03,000001,11.35,11.92,12.0,11.2,2194128,2971546989.04,7.07,5.39,0.61,1.13
2023-01-04,000001,11.86,12.47,12.57,11.78,2189683,3110729449.03,6.63,4.61,0.55,1.13
2023-01-05,000001,12.55,12.63,12.89,12.52,1665425,2417272355.99,2.97,1.28,0.16,0.86
2023-01-06,000001,12.65,12.77,12.87,12.63,1195745,1747915169.26,1.9,1.11,0.14,0.62
2023-01-09,000001,12.9,12.95,13.03,12.67,1057659,1561368487.3,2.82,1.41,0.18,0.55
2023-01-10,000001,12.91,12.59,13.04,12.54,1269423,1851093716.76,3.86,-2.78,-0.36,0.65
2023-01-11,000001,12.6,12.82,12.93,12.54,830566,1217450811.64,3.1,1.83,0.23,0.43
2023-01-12,000001,12.92,12.82,12.92,12.68,625695,914367699.65,1.87,0.0,0.0,0.32
2023-01-13,000001,12.82,13.1,13.1,12.7,949086,1407181074.29,3.12,2.18,0.28,0.49
2023-01-16,000001,13.1,13.23,13.43,13.0,1560040,2356399992.83,3.28,0.99,0.13,0.8
2023-01-17,000001,13.28,13.12,13.33,12.92,935835,1396151514.52,3.1,-0.83,-0.11,0.48
2023-01-18,000001,13.1,13.26,13.33,13.06,718434,1083362997.53,2.06,1.07,0.14,0.37
2023-01-19,000001,13.28,13.24,13.4,13.02,641875,963744633.47,2.87,-0.15,-0.02,0.33
2023-01-20,000001,13.31,13.28,13.39,13.15,608590,920144805.73,1.81,0.3,0.04,0.31
2023-01-30,000001,13.75,13.3,13.89,13.04,1374318,2096867649.37,6.4,0.15,0.02,0.71
2023-01-31,000001,13.39,13.14,13.66,13.11,1030498,1568639326.21,4.14,-1.2,-0.16,0.53
2023-02-01,000001,13.18,12.85,13.23,12.66,1653421,2426471972.52,4.34,-2.21,-0.29,0.85
2023-02-02,000001,12.89,12.75,12.93,12.42,1577900,2280744883.13,3.97,-0.78,-0.1,0.81
2023-02-03,000001,12.6,12.47,12.7,12.31,1246383,1782105890.79,3.06,-2.2,-0.28,0.64
2023-02-06,000001,12.25,12.15,12.28,12.01,1317610,1838428709.03,2.17,-2.57,-0.32,0.68
2023-02-07,000001,12.21,12.36,12.47,12.18,869460,1235297762.54,2.39,1.73,0.21,0.45
2023-02-08,000001,12.39,12.19,12.47,12.18,657893,928708933.85,2.35,-1.38,-0.17,0.34
2023-02-09,000001,12.16,12.28,12.45,12.11,830350,1174361963.28,2.79,0.74,0.09,0.43
2023-02-10,000001,12.25,12.13,12.27,12.01,847284,1184283386.2,2.12,-1.22,-0.15,0.44
2023-02-13,000001,12.09,11.97,12.09,11.75,1800054,2473405202.92,2.8,-1.32,-0.16,0.93
2023-02-14,000001,12.0,12.11,12.13,11.95,909937,1263892077.72,1.5,1.17,0.14,0.47
2023-02-15,000001,12.1,11.82,12.11,11.77,1250244,1713566672.72,2.81,-2.39,-0.29,0.64
2023-02-16,000001,11.83,11.75,12.06,11.65,1279123,1757431083.85,3.47,-0.59,-0.07,0.66
2023-02-17,000001,11.78,11.58,11.87,11.58,918364,1246777397.11,2.47,-1.45,-0.17,0.47
2023-02-20,000001,11.65,12.3,12.3,11.64,2116191,2945969773.39,5.7,6.22,0.72,1.09
2023-02-21,000001,12.21,12.25,12.35,12.07,990495,1393153377.3,2.28,-0.41,-0.05,0.51
2023-02-22,000001,12.15,12.17,12.27,12.09,638922,895742534.31,1.47,-0.65,-0.08,0.33
2023-02-23,000001,12.15,12.2,12.47,12.13,824491,1165539851.19,2.79,0.25,0.03,0.42
2023-02-24,000001,12.17,12.01,12.18,11.95,729989,1012652971.88,1.89,-1.56,-0.19,0.38
2023-02-27,000001,11.9,11.84,12.03,11.83,621462,854854040.54,1.67,-1.42,-0.17,0.32
2023-02-28,000001,11.9,11.93,12.0,11.76,607936,833316018.45,2.03,0.76,0.09,0.31
2023-03-01,000001,11.95,12.32,12.34,11.89,1223452,1719710647.06,3.77,3.27,0.39,0.63
2023-03-02,000001,12.28,12.39,12.59,12.21,1015877,1447565979.98,3.08,0.57,0.07,0.52
2023-03-03,000001,12.5,12.44,12.52,12.29,690954,985552120.63,1.86,0.4,0.05,0.36
2023-03-06,000001,12.45,12.0,12.45,11.87,1455824,2023954547.2,4.66,-3.54,-0.44,0.75
2023-03-07,000001,12.0,11.84,12.25,11.8,1279266,1773654737.03,3.75,-1.33,-0.16,0.66
2023-03-08,000001,11.78,11.68,11.79,11.55,1096898,1479838980.07,2.03,-1.35,-0.16,0.57
2023-03-09,000001,11.69,11.35,11.73,11.28,1736065,2305765842.21,3.85,-2.83,-0.33,0.89
2023-03-10,000001,11.15,11.29,11.42,11.15,856996,1128558359.5,2.38,-0.53,-0.06,0.44
2023-03-13,000001,11.27,11.2,11.44,11.15,1000635,1309490079.38,2.57,-0.8,-0.09,0.52
2023-03-14,000001,11.14,11.02,11.15,10.88,1149076,1474124198.86,2.41,-1.61,-0.18,0.59
2023-03-15,000001,11.2,11.2,11.33,11.09,979364,1278262225.47,2.18,1.63,0.18,0.5
2023-03-16,000001,11.04,10.97,11.18,10.95,916792,1182054433.62,2.05,-2.05,-0.23,0.47
2023-03-17,000001,11.14,10.9,11.19,10.8,1556814,2000832407.83,3.56,-0.64,-0.07,0.8
2023-03-20,000001,10.91,10.72,11.0,10.7,1188816,1505893658.68,2.75,-1.65,-0.18,0.61
2023-03-21,000001,10.8,10.85,10.93,10.65,840743,1060914056.37,2.61,1.21,0.13,0.43
2023-03-22,000001,10.9,10.94,11.03,10.86,876691,1121080753.38,1.57,0.83,0.09,0.45
2023-03-23,000001,10.85,11.05,11.05,10.78,804306,1029380497.27,2.47,1.01,0.11,0.41
2023-03-24,000001,11.0,10.97,11.01,10.91,621519,796319541.97,0.9,-0.72,-0.08,0.32
2023-03-27,000001,10.95,10.75,10.96,10.61,1008422,1266945056.03,3.19,-2.01,-0.22,0.52
2023-03-28,000001,10.81,10.79,10.88,10.7,673868,851797868.56,1.67,0.37,0.04,0.35
2023-03-29,000001,10.88,10.68,10.89,10.65,596064,750687550.55,2.22,-1.02,-0.11,0.31
2023-03-30,000001,10.7,10.83,10.86,10.56,824546,1035422932.01,2.81,1.4,0.15,0.42
2023-03-31,000001,10.84,10.68,10.92,10.66,865492,1092263436.9,2.4,-1.39,-0.15,0.45
2023-04-03,000001,10.7,10.82,10.84,10.61,740429,934285179.24,2.15,1.31,0.14,0.38
2023-04-04,000001,10.79,10.8,10.87,10.74,647457,817726526.95,1.2,-0.18,-0.02,0.33
2023-04-06,000001,10.75,10.73,10.76,10.65,563321,706480659.58,1.02,-0.65,-0.07,0.29
2023-04-07,000001,10.72,10.77,10.84,10.65,607925,767354796.52,1.77,0.37,0.04,0.31
2023-04-10,000001,10.79,10.83,10.85,10.73,640182,809943147.62,1.11,0.56,0.06,0.33
2023-04-11,000001,10.85,10.69,10.87,10.67,777780,978302907.79,1.85,-1.29,-0.14,0.4
2023-04-12,000001,10.73,10.63,10.74,10.6,909957,1136997696.14,1.31,-0.56,-0.06,0.47
2023-04-13,000001,10.56,10.71,10.82,10.45,1131591,1413919037.13,3.48,0.75,0.08,0.58
2023-04-14,000001,10.75,10.84,11.05,10.73,1297995,1653539530.91,2.99,1.21,0.13,0.67
2023-04-17,000001,10.81,11.08,11.09,10.75,1304213,1669357649.18,3.14,2.21,0.24,0.67
2023-04-18,000001,11.08,11.15,11.35,11.04,1538936,2009934874.59,2.8,0.63,0.07,0.79
2023-04-19,000001,11.17,11.0,11.22,10.98,1014378,1309536001.8,2.15,-1.35,-0.15,0.52
2023-04-20,000001,11.05,10.9,11.05,10.77,811788,1033330703.78,2.55,-0.91,-0.1,0.42
2023-04-21,000001,10.85,10.65,10.98,10.63,918668,1160509766.03,3.21,-2.29,-0.25,0.47
2023-04-24,000001,10.63,10.25,10.65,10.18,1467672,1798133966.92,4.41,-3.76,-0.4,0.76
2023-04-25,000001,10.29,10.43,10.52,10.27,1301901,1595320169.74,2.44,1.76,0.18,0.67
2023-04-26,000001,10.4,10.27,10.4,10.14,991260,1197555724.16,2.49,-1.53,-0.16,0.51
2023-04-27,000001,10.21,10.41,10.5,10.15,1004093,1222755932.37,3.41,1.36,0.14,0.52
2023-04-28,000001,10.41,10.7,10.93,10.37,1445254,1816868032.98,5.38,2.79,0.29,0.74
2023-05-04,000001,10.55,10.88,10.98,10.34,1478264,1863146144.16,5.98,1.68,0.18,0.76
2023-05-05,000001,10.93,11.06,11.26,10.9,1762189,2283981032.07,3.31,1.65,0.18,0.91
2023-05-08,000001,11.09,11.47,11.64,10.99,2630719,3478891629.35,5.88,3.71,0.41,1.36
2023-05-09,000001,11.55,11.31,11.75,11.28,2422534,3238716470.97,4.1,-1.39,-0.16,1.25
2023-05-10,000001,11.32,10.99,11.41,10.95,1237053,1600189994.17,4.07,-2.83,-0.32,0.64
2023-05-11,000001,11.1,11.0,11.27,10.95,903758,1166479364.89,2.91,0.09,0.01,0.47
2023-05-12,000001,10.97,10.77,11.02,10.76,885604,1124579090.54,2.36,-2.09,-0.23,0.46
2023-05-15,000001,10.83,10.98,11.0,10.6,928326,1173804243.15,3.71,1.95,0.21,0.48
2023-05-16,000001,10.95,10.77,11.07,10.72,998302,1267712090.05,3.19,-1.91,-0.21,0.51
2023-05-17,000001,10.73,10.64,10.79,10.59,754621,945315193.07,1.86,-1.21,-0.13,0.39
2023-05-18,000001,10.72,10.64,10.79,10.58,687187,861347534.32,1.97,0.0,0.0,0.35
2023-05-19,000001,10.58,10.49,10.59,10.47,688414,851165593.52,1.13,-1.41,-0.15,0.35
2023-05-22,000001,10.46,10.53,10.6,10.46,549328,679754868.04,1.33,0.38,0.04,0.28
2023-05-23,000001,10.53,10.36,10.56,10.36,694364,852871175.23,1.9,-1.61,-0.17,0.36
2023-05-24,000001,10.35,10.16,10.36,10.16,824251,996600577.63,1.93,-1.93,-0.2,0.42
2023-05-25,000001,10.14,10.08,10.15,9.96,882744,1050002541.88,1.87,-0.79,-0.08,0.45
2023-05-26,000001,10.08,10.25,10.28,9.99,511429,613772897.17,2.88,1.69,0.17,0.26
2023-05-29,000001,10.26,10.13,10.28,10.1,566074,680275577.83,1.76,-1.17,-0.12,0.29
2023-05-30,000001,10.13,10.02,10.14,9.95,763997,906316373.61,1.88,-1.09,-0.11,0.39
2023-05-31,000001,9.97,9.75,9.99,9.73,1179587,1376758356.68,2.59,-2.69,-0.27,0.61
2023-06-01,000001,9.75,9.74,9.83,9.65,743023,861646489.19,1.85,-0.1,-0.01,0.38
2023-06-02,000001,9.83,10.08,10.12,9.79,1221843,1446502669.25,3.39,3.49,0.34,0.63
2023-06-05,000001,10.03,10.06,10.15,9.97,521846,620531416.42,1.79,-0.2,-0.02,0.27
2023-06-06,000001,10.06,9.99,10.24,9.97,833273,997039311.52,2.68,-0.7,-0.07,0.43
2023-06-07,000001,10.04,10.09,10.22,10.03,643698,770386878.47,1.9,1.0,0.1,0.33
2023-06-08,000001,10.11,10.27,10.35,10.01,869397,1048266235.89,3.37,1.78,0.18,0.45
2023-06-09,000001,10.21,10.03,10.24,10.0,1315285,1566929273.97,2.34,-2.34,-0.24,0.68
2023-06-12,000001,9.97,9.94,10.05,9.91,758747,896015708.76,1.4,-0.9,-0.09,0.39
2023-06-13,000001,9.91,9.92,9.99,9.84,849988,1000183566.92,1.51,-0.2,-0.02,0.44
2023-06-14,000001,9.99,9.91,10.17,9.9,1069200,1237376775.64,2.72,-0.1,-0.01,0.55
2023-06-15,000001,9.93,10.05,10.07,9.83,925301,1064567231.22,2.42,1.41,0.14,0.48
2023-06-16,000001,10.05,10.07,10.11,10.01,842034,978869317.29,1.0,0.2,0.02,0.43
2023-06-19,000001,10.07,9.89,10.07,9.85,953997,1096351096.71,2.18,-1.79,-0.18,0.49
2023-06-20,000001,9.88,9.8,9.9,9.79,544551,620374307.69,1.11,-0.91,-0.09,0.28
2023-06-21,000001,9.8,9.79,9.92,9.78,616583,703681563.97,1.43,-0.1,-0.01,0.32
2023-06-26,000001,9.74,9.62,9.74,9.59,676577,757975991.51,1.53,-1.74,-0.17,0.35
2023-06-27,000001,9.64,9.72,9.76,9.61,461702,519520687.33,1.56,1.04,0.1,0.24
2023-06-28,000001,9.72,9.74,9.77,9.66,365396,412039353.93,1.13,0.21,0.02,0.19
2023-06-29,000001,9.73,9.62,9.73,9.61,485906,544534825.51,1.23,-1.23,-0.12,0.25
2023-06-30,000001,9.62,9.67,9.75,9.59,519053,583494654.79,1.66,0.52,0.05,0.27
2023-07-03,000001,9.68,9.93,9.97,9.67,885091,1009887428.65,3.1,2.69,0.26,0.46
2023-07-04,000001,9.9,9.84,9.93,9.76,616301,701885269.78,1.71,-0.91,-0.09,0.32
2023-07-05,000001,9.8,9.78,9.84,9.74,423482,479726282.47,1.02,-0.61,-0.06,0.22
2023-07-06,000001,9.74,9.68,9.78,9.65,597096,672396816.4,1.33,-1.02,-0.1,0.31
2023-07-07,000001,9.64,9.64,9.71,9.62,484441,543212455.87,0.93,-0.41,-0.04,0.25
2023-07-10,000001,9.69,9.64,9.72,9.61,495882,556581581.65,1.14,0.0,0.0,0.26
2023-07-11,000001,9.66,9.65,9.7,9.63,570809,640131787.1,0.73,0.1,0.01,0.29
2023-07-12,000001,9.67,9.68,9.8,9.66,736084,830230820.88,1.45,0.31,0.03,0.38
2023-07-13,000001,9.76,9.87,9.91,9.71,1124230,1281848378.91,2.07,1.96,0.19,0.58
2023-07-14,000001,9.87,9.9,9.99,9.84,719147,825295738.24,1.52,0.3,0.03,0.37
2023-07-17,000001,9.85,9.75,9.85,9.7,608343,687262893.86,1.52,-1.52,-0.15,0.31
2023-07-18,000001,9.73,9.69,9.76,9.66,471966,531299772.68,1.03,-0.62,-0.06,0.24
2023-07-19,000001,9.67,9.75,9.76,9.67,382196,430771279.03,0.93,0.62,0.06,0.2
2023-07-20,000001,9.77,9.76,9.88,9.73,554070,629696111.29,1.54,0.1,0.01,0.29
2023-07-21,000001,9.75,9.78,9.83,9.72,377103,427375950.49,1.13,0.2,0.02,0.19
2023-07-24,000001,9.77,9.7,9.77,9.68,426852,480713395.7,0.92,-0.82,-0.08,0.22
2023-07-25,000001,9.89,10.16,10.17,9.88,2032958,2358815159.63,2.99,4.74,0.46,1.05
2023-07-26,000001,10.09,10.11,10.18,10.0,751663,875260135.14,1.77,-0.49,-0.05,0.39
2023-07-27,000001,10.12,10.19,10.31,10.09,1115196,1314228293.84,2.18,0.79,0.08,0.57
2023-07-28,000001,10.13,10.7,10.74,10.11,2347013,2839828236.62,6.18,5.0,0.51,1.21
2023-07-31,000001,10.74,10.76,10.94,10.67,1854952,2288940410.58,2.52,0.56,0.06,0.96
2023-08-01,000001,10.7,10.6,10.81,10.57,957735,1169570704.83,2.23,-1.49,-0.16,0.49
2023-08-02,000001,10.5,10.47,10.68,10.37,1115900,1343864165.36,2.92,-1.23,-0.13,0.58
2023-08-03,000001,10.43,10.77,10.81,10.39,1175848,1433255493.11,4.01,2.87,0.3,0.61
2023-08-04,000001,10.86,10.74,10.97,10.65,1303131,1611435431.36,2.97,-0.28,-0.03,0.67
2023-08-07,000001,10.65,10.6,10.69,10.56,646913,786506452.16,1.21,-1.3,-0.14,0.33
2023-08-08,000001,10.56,10.54,10.65,10.44,725705,877489187.97,1.98,-0.57,-0.06,0.37
2023-08-09,000001,10.5,10.61,10.64,10.49,577608,702060796.64,1.42,0.66,0.07,0.3
2023-08-10,000001,10.59,10.6,10.65,10.5,475595,577123919.68,1.41,-0.09,-0.01,0.25
2023-08-11,000001,10.61,10.33,10.71,10.33,943539,1132867239.31,3.58,-2.55,-0.27,0.49
2023-08-14,000001,10.2,10.11,10.22,10.03,975920,1139185249.46,1.84,-2.13,-0.22,0.5
2023-08-15,000001,10.13,10.17,10.24,10.04,712813,834163039.6,1.98,0.59,0.06,0.37
2023-08-16,000001,10.11,10.17,10.29,10.05,572904,671706045.36,2.36,0.0,0.0,0.3
2023-08-17,000001,10.11,10.01,10.14,9.9,965058,1116292661.67,2.36,-1.57,-0.16,0.5
2023-08-18,000001,10.02,10.0,10.18,9.97,659819,767047286.89,2.1,-0.1,-0.01,0.34
2023-08-21,000001,10.0,9.76,10.02,9.76,701498,799641423.76,2.6,-2.4,-0.24,0.36
2023-08-22,000001,9.82,9.81,9.89,9.75,606808,689991238.06,1.43,0.51,0.05,0.31
2023-08-23,000001,9.79,9.69,9.86,9.68,691810,783102827.23,1.83,-1.22,-0.12,0.36
2023-08-24,000001,9.73,9.57,9.76,9.49,1291271,1439197083.69,2.79,-1.24,-0.12,0.67
2023-08-25,000001,9.54,9.67,9.77,9.52,845350,946760250.6,2.61,1.04,0.1,0.44
2023-08-28,000001,10.28,9.96,10.37,9.93,1997610,2336205800.56,4.55,3.0,0.29,1.03
2023-08-29,000001,9.91,9.75,9.93,9.57,1964961,2217588610.12,3.61,-2.11,-0.21,1.01
2023-08-30,000001,9.71,9.57,9.71,9.57,1375638,1537573550.57,1.44,-1.85,-0.18,0.71
2023-08-31,000001,9.58,9.57,9.66,9.56,806474,900123574.83,1.04,0.0,0.0,0.42
2023-09-01,000001,9.63,9.76,9.8,9.63,1138705,1285169019.19,1.78,1.99,0.19,0.59
2023-09-04,000001,9.79,10.0,10.03,9.77,1410029,1621769196.4,2.66,2.46,0.24,0.73
2023-09-05,000001,9.94,9.83,9.95,9.8,804177,917888858.57,1.5,-1.7,-0.17,0.41
2023-09-06,000001,9.77,9.87,9.9,9.74,634841,721905681.98,1.63,0.41,0.04,0.33
2023-09-07,000001,9.84,9.77,9.88,9.76,540042,613812175.91,1.22,-1.01,-0.1,0.28
2023-09-08,000001,9.72,9.71,9.76,9.67,479030,539624962.82,0.92,-0.61,-0.06,0.25
2023-09-11,000001,9.74,9.78,9.84,9.71,654486,741764911.22,1.34,0.72,0.07,0.34
2023-09-12,000001,9.79,9.72,9.79,9.69,495485,559058535.52,1.02,-0.61,-0.06,0.26
2023-09-13,000001,9.73,9.69,9.76,9.65,490218,551747627.68,1.13,-0.31,-0.03,0.25
2023-09-14,000001,9.72,9.73,9.77,9.69,551650,622906052.62,0.83,0.41,0.04,0.28
2023-09-15,000001,9.79,9.66,9.84,9.64,890476,1005529160.77,2.06,-0.72,-0.07,0.46
2023-09-18,000001,9.66,9.67,9.68,9.58,501325,561449769.63,1.04,0.1,0.01,0.26
2023-09-19,000001,9.66,9.65,9.67,9.6,503664,564044044.21,0.72,-0.21,-0.02,0.26
2023-09-20,000001,9.64,9.59,9.66,9.59,558872,624785494.94,0.73,-0.62,-0.06,0.29
2023-09-21,000001,9.58,9.49,9.58,9.48,843930,934673193.87,1.04,-1.04,-0.1,0.43
2023-09-22,000001,9.47,9.68,9.69,9.47,911484,1017137921.82,2.32,2.0,0.19,0.47
2023-09-25,000001,9.68,9.66,9.76,9.63,761211,856022502.11,1.34,-0.21,-0.02,0.39
2023-09-26,000001,9.66,9.6,9.7,9.58,444980,497885810.84,1.24,-0.62,-0.06,0.23
2023-09-27,000001,9.59,9.61,9.66,9.59,490311,547905820.77,0.73,0.1,0.01,0.25
2023-09-28,000001,9.63,9.64,9.68,9.62,520697,583649730.04,0.62,0.31,0.03,0.27
2023-10-09,000001,9.6,9.55,9.61,9.5,695828,772959353.15,1.14,-0.93,-0.09,0.36
2023-10-10,000001,9.63,9.46,9.64,9.46,820749,910160341.9,1.88,-0.94,-0.09,0.42
