date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,turnover
2023-01-03,002415,31.9,31.59,32.24,31.31,300608,1035688643.7,2.91,-1.22,-0.39,0.33
2023-01-04,002415,31.46,31.22,31.77,30.65,345958,1168725298.39,3.55,-1.17,-0.37,0.38
2023-01-05,002415,31.22,31.65,31.96,31.15,376571,1289628576.47,2.59,1.38,0.43,0.41
2023-01-06,002415,31.65,31.05,31.65,30.97,271466,918474683.8,2.15,-1.9,-0.6,0.3
2023-01-09,002415,30.8,30.37,31.1,30.31,454191,1509679045.08,2.54,-2.19,-0.68,0.49
2023-01-10,002415,30.38,30.64,30.87,29.49,447534,1477216120.63,4.54,0.89,0.27,0.49
2023-01-11,002415,30.59,30.19,30.59,30.0,350216,1153769992.89,1.93,-1.47,-0.45,0.38
2023-01-12,002415,30.19,29.96,30.45,29.81,280309,918373568.81,2.12,-0.76,-0.23,0.31
2023-01-13,002415,30.0,30.94,31.0,29.94,347173,1153396533.95,3.54,3.27,0.98,0.38
2023-01-16,002415,30.92,31.97,32.33,30.74,584594,2021984249.22,5.14,3.33,1.03,0.64
2023-01-17,002415,32.0,32.05,32.55,31.93,285820,995956442.72,1.94,0.25,0.08,0.31
2023-01-18,002415,32.0,32.46,32.96,31.9,380380,1342497924.0,3.31,1.28,0.41,0.42
2023-01-19,002415,32.44,34.09,34.2,32.3,615355,2232133544.95,5.85,5.02,1.63,0.68
2023-01-20,002415,33.96,34.03,35.3,33.91,469366,1746545501.58,4.08,-0.18,-0.06,0.52
2023-01-30,002415,34.41,34.35,35.86,34.28,510443,1918690153.9,4.64,0.94,0.32,0.56
2023-01-31,002415,34.35,33.15,34.98,32.96,494704,1788753229.99,5.88,-3.49,-1.2,0.54
2023-02-01,002415,33.16,33.55,33.95,32.96,327069,1180240718.53,2.99,1.21,0.4,0.36
2023-02-02,002415,33.54,33.69,34.56,33.29,353843,1295657131.69,3.79,0.42,0.14,0.39
2023-02-03,002415,33.6,34.0,34.18,33.03,349943,1270726772.18,3.41,0.92,0.31,0.38
2023-02-06,002415,33.9,33.82,34.85,33.53,498205,1838212362.98,3.88,-0.53,-0.18,0.55
2023-02-07,002415,33.91,34.56,34.99,33.86,553709,2062122950.67,3.34,2.19,0.74,0.61
2023-02-08,002415,34.58,34.2,34.59,33.96,320581,1183532335.72,1.82,-1.04,-0.36,0.35
2023-02-09,002415,33.98,35.03,35.15,33.7,382055,1428022864.19,4.24,2.43,0.83,0.42
2023-02-10,002415,35.03,34.0,35.04,33.7,403994,1490294048.67,3.83,-2.94,-1.03,0.44
2023-02-13,002415,33.78,33.9,34.05,33.15,345028,1254114214.4,2.65,-0.29,-0.1,0.38
2023-02-14,002415,33.9,33.48,33.94,33.24,239805,867367222.81,2.06,-1.24,-0.42,0.26
2023-02-15,002415,33.32,33.48,33.67,32.97,256272,923623983.13,2.09,0.0,0.0,0.28
2023-02-16,002415,33.47,34.69,35.82,33.47,1050073,3946666196.9,7.02,3.61,1.21,1.15
2023-02-17,002415,34.29,33.81,34.74,33.81,454479,1676368000.38,2.68,-2.54,-0.88,0.5
2023-02-20,002415,33.3,36.0,36.25,33.15,923026,3514053209.74,9.17,6.48,2.19,1.01
2023-02-21,002415,36.0,36.06,37.08,35.56,611728,2379282775.6,4.22,0.17,0.06,0.67
2023-02-22,002415,35.91,35.47,36.29,35.2,424493,1621875087.46,3.02,-1.64,-0.59,0.47
2023-02-23,002415,35.48,35.04,35.65,34.77,286157,1080396425.22,2.48,-1.21,-0.43,0.31
2023-02-24,002415,35.07,34.98,35.66,34.7,282331,1067144763.62,2.74,-0.17,-0.06,0.31
2023-02-27,002415,34.82,34.52,35.15,34.41,262679,981883062.18,2.12,-1.32,-0.46,0.29
2023-02-28,002415,35.19,35.68,36.17,35.0,422214,1618936828.31,3.39,3.36,1.16,0.46
2023-03-01,002415,35.68,37.11,37.2,35.6,666088,2630519538.42,4.48,4.01,1.43,0.73
2023-03-02,002415,36.9,36.7,37.63,36.5,420749,1668002117.54,3.05,-1.1,-0.41,0.46
2023-03-03,002415,36.8,36.67,36.89,36.05,285898,1118914824.45,2.29,-0.08,-0.03,0.31
2023-03-06,002415,36.77,37.2,37.58,36.61,347939,1391047755.63,2.65,1.45,0.53,0.38
2023-03-07,002415,37.15,36.22,37.97,35.99,373176,1467586577.86,5.32,-2.63,-0.98,0.41
2023-03-08,002415,36.1,36.3,36.4,35.42,324065,1249580788.34,2.71,0.22,0.08,0.36
2023-03-09,002415,36.3,35.62,36.39,35.41,349158,1341408235.03,2.7,-1.87,-0.68,0.38
2023-03-10,002415,35.41,35.11,36.06,34.9,404164,1535014720.78,3.26,-1.43,-0.51,0.44
2023-03-13,002415,34.7,36.51,36.66,34.67,520131,2010794073.23,5.67,3.99,1.4,0.57
2023-03-14,002415,36.5,36.2,36.8,35.88,390504,1521646293.2,2.52,-0.85,-0.31,0.43
2023-03-15,002415,36.69,36.38,38.18,36.23,717822,2868927645.42,5.39,0.5,0.18,0.79
2023-03-16,002415,36.01,35.31,36.51,35.15,415925,1596316536.41,3.74,-2.94,-1.07,0.46
2023-03-17,002415,35.7,37.65,38.1,35.68,946185,3786373031.26,6.85,6.63,2.34,1.04
2023-03-20,002415,37.65,38.56,40.0,37.64,1120275,4694980851.33,6.27,2.42,0.91,1.23
2023-03-21,002415,38.31,38.3,39.06,37.78,453716,1863444849.47,3.32,-0.67,-0.26,0.5
2023-03-22,002415,38.3,40.1,40.18,38.29,721256,3047723462.84,4.93,4.7,1.8,0.79
2023-03-23,002415,39.85,42.1,42.3,39.65,1049297,4615118116.75,6.61,4.99,2.0,1.15
2023-03-24,002415,42.1,41.9,42.31,40.64,674000,2989750204.24,3.97,-0.48,-0.2,0.74
2023-03-27,002415,41.3,40.91,43.64,40.32,1020359,4506447596.77,7.92,-2.36,-0.99,1.12
2023-03-28,002415,40.86,39.75,40.86,39.38,673982,2882374234.21,3.62,-2.84,-1.16,0.74
2023-03-29,002415,39.75,40.1,40.81,38.89,494972,2111598013.85,4.83,0.88,0.35,0.54
2023-03-30,002415,39.89,38.9,40.0,38.02,705868,2924683332.84,4.94,-2.99,-1.2,0.77
2023-03-31,002415,38.99,39.96,40.76,38.58,612882,2601304037.22,5.6,2.72,1.06,0.67
2023-04-03,002415,40.2,39.73,40.95,38.34,914916,3836277016.78,6.53,-0.58,-0.23,1.0
2023-04-04,002415,39.65,42.21,43.47,39.3,1111949,4904280240.62,10.5,6.24,2.48,1.22
2023-04-06,002415,40.9,41.16,42.24,40.68,761112,3352414059.38,3.7,-2.49,-1.05,0.84
2023-04-07,002415,41.2,42.88,44.1,41.2,784733,3572771702.38,7.05,4.18,1.72,0.86
2023-04-10,002415,45.29,42.35,46.14,41.74,1023651,4775743347.98,10.26,-1.24,-0.53,1.12
2023-04-11,002415,41.81,41.68,43.19,40.99,589569,2632625896.25,5.19,-1.58,-0.67,0.65
2023-04-12,002415,41.61,43.67,43.98,41.61,654572,2992021442.42,5.69,4.77,1.99,0.72
2023-04-13,002415,43.03,42.5,43.55,42.2,438488,1989915773.95,3.09,-2.68,-1.17,0.48
2023-04-14,002415,42.38,41.86,42.47,40.4,682535,3004695552.78,4.87,-1.51,-0.64,0.75
2023-04-17,002415,40.59,41.25,41.8,39.38,754625,3294715524.01,5.78,-1.46,-0.61,0.83
2023-04-18,002415,41.15,40.84,41.65,39.75,546393,2365180596.21,4.61,-0.99,-0.41,0.6
2023-04-19,002415,40.78,40.46,41.5,40.11,466695,2030526193.44,3.4,-0.93,-0.38,0.51
2023-04-20,002415,40.46,38.92,40.85,37.87,1367787,5651599198.1,7.37,-3.81,-1.54,1.5
2023-04-21,002415,38.7,37.02,39.35,37.0,891762,3619640017.23,6.04,-4.88,-1.9,0.98
2023-04-24,002415,37.33,36.55,38.1,36.08,588258,2329736208.52,5.46,-1.27,-0.47,0.65
2023-04-25,002415,36.5,34.75,36.77,34.26,1034495,3905401995.29,6.87,-4.92,-1.8,1.14
2023-04-26,002415,34.77,34.4,35.1,33.73,716751,2655551156.34,3.94,-1.01,-0.35,0.79
2023-04-27,002415,34.3,35.2,35.74,34.2,481494,1823913800.85,4.48,2.33,0.8,0.53
2023-04-28,002415,34.84,35.05,35.45,34.53,435613,1641296439.05,2.61,-0.43,-0.15,0.48
2023-05-04,002415,35.0,34.5,35.05,33.9,429395,1593912285.14,3.28,-1.57,-0.55,0.47
2023-05-05,002415,34.47,33.36,34.76,32.96,605513,2195611957.89,5.22,-3.3,-1.14,0.66
2023-05-08,002415,33.49,33.22,34.46,32.96,514451,1862099583.16,4.5,-0.42,-0.14,0.56
2023-05-09,002415,33.25,33.25,33.7,32.52,397604,1431613007.17,3.55,0.09,0.03,0.44
2023-05-10,002415,33.2,33.7,33.9,33.01,333926,1208723852.42,2.68,1.35,0.45,0.37
2023-05-11,002415,33.72,33.57,33.98,33.31,238828,869517332.4,1.99,-0.39,-0.13,0.26
2023-05-12,002415,33.61,32.75,33.85,32.55,331062,1179969016.93,3.87,-2.44,-0.82,0.36
2023-05-15,002415,32.78,32.66,32.9,31.9,414279,1448630038.06,3.05,-0.27,-0.09,0.45
2023-05-16,002415,32.81,32.75,32.99,32.15,313996,1107451676.97,2.57,0.28,0.09,0.34
2023-05-17,002415,32.55,32.3,32.59,32.07,265899,929146201.66,1.59,-1.37,-0.45,0.29
2023-05-18,002415,32.31,32.83,32.97,31.8,393148,1381185530.36,3.62,1.64,0.53,0.43
2023-05-19,002415,33.0,33.62,33.87,32.35,483080,1698930155.36,4.63,2.41,0.79,0.53
2023-05-22,002415,33.7,33.88,34.39,33.35,314084,1127705594.59,3.09,0.77,0.26,0.34
2023-05-23,002415,33.88,34.68,35.0,33.83,450154,1646861935.01,3.45,2.36,0.8,0.49
2023-05-24,002415,34.4,34.0,34.46,33.8,255378,920795502.73,1.9,-1.96,-0.68,0.28
2023-05-25,002415,33.95,32.95,34.35,32.59,442214,1557377120.42,5.18,-3.09,-1.05,0.49
2023-05-26,002415,33.2,33.44,33.61,32.46,348414,1219071413.81,3.49,1.49,0.49,0.38
2023-05-29,002415,33.44,32.0,33.67,31.7,577366,1980768901.13,5.89,-4.31,-1.44,0.63
2023-05-30,002415,32.0,33.16,33.19,31.8,376374,1297536753.24,4.34,3.63,1.16,0.41
2023-05-31,002415,33.17,32.86,33.48,32.6,257120,898775678.71,2.65,-0.9,-0.3,0.28
2023-06-01,002415,32.89,33.9,34.4,32.44,507622,1811833583.45,5.96,3.16,1.04,0.56
2023-06-02,002415,33.9,33.91,34.08,33.48,296013,1059791897.46,1.77,0.03,0.01,0.32
2023-06-05,002415,33.92,34.0,34.58,33.61,341780,1232902733.19,2.86,0.27,0.09,0.38
2023-06-06,002415,34.0,32.9,34.18,32.89,311117,1103335255.32,3.79,-3.24,-1.1,0.34
2023-06-07,002415,32.86,32.72,33.2,32.5,244922,851616755.31,2.13,-0.55,-0.18,0.27
2023-06-08,002415,32.65,32.55,33.0,32.31,185684,641478094.96,2.11,-0.52,-0.17,0.2
2023-06-09,002415,32.6,30.36,32.64,29.39,1186535,3851762503.34,9.98,-6.73,-2.19,1.3
2023-06-12,002415,30.16,29.75,30.56,29.21,813858,2588196300.63,4.45,-2.01,-0.61,0.89
2023-06-13,002415,29.85,31.58,31.76,29.67,781269,2577306356.11,7.03,6.15,1.83,0.86
2023-06-14,002415,31.5,31.37,32.03,31.18,462297,1550844813.8,2.69,-0.66,-0.21,0.51
2023-06-15,002415,31.38,31.44,31.87,30.9,369680,1235224261.92,3.09,0.22,0.07,0.41
2023-06-16,002415,31.76,33.14,33.46,31.21,625822,2161041165.34,7.16,5.41,1.7,0.69
2023-06-19,002415,33.14,34.15,34.58,32.76,704937,2535874656.99,5.49,3.05,1.01,0.77
2023-06-20,002415,34.07,34.34,34.65,33.61,505903,1833538496.94,3.05,0.56,0.19,0.56
2023-06-21,002415,34.17,33.16,34.17,33.16,395455,1409074096.67,2.94,-3.44,-1.18,0.43
2023-06-26,002415,32.67,31.84,33.1,31.8,423554,1451251722.77,3.92,-3.98,-1.32,0.46
2023-06-27,002415,32.02,32.1,32.5,31.81,347781,1187684146.61,2.17,0.82,0.26,0.38
2023-06-28,002415,32.15,31.74,32.22,30.85,369919,1238253502.17,4.27,-1.12,-0.36,0.41
2023-06-29,002415,31.73,31.37,32.04,31.19,259115,869085694.42,2.68,-1.17,-0.37,0.28
2023-06-30,002415,31.38,31.11,31.62,30.94,342204,1135996348.39,2.17,-0.83,-0.26,0.38
2023-07-03,002415,31.12,31.4,31.67,31.08,346354,1155896420.0,1.9,0.93,0.29,0.38
2023-07-04,002415,31.34,32.59,33.11,31.15,582922,2005900061.34,6.24,3.79,1.19,0.64
2023-07-05,002415,32.51,32.27,32.55,31.9,293648,1006405856.09,1.99,-0.98,-0.32,0.32
2023-07-06,002415,32.08,31.88,32.51,31.68,278128,945843925.47,2.57,-1.21,-0.39,0.31
2023-07-07,002415,31.55,31.3,31.59,30.86,231790,769467123.86,2.29,-1.82,-0.58,0.25
2023-07-10,002415,31.51,32.05,32.07,31.15,263892,890734459.8,2.94,2.4,0.75,0.29
2023-07-11,002415,32.0,32.2,32.37,31.88,208076,711369264.04,1.53,0.47,0.15,0.23
2023-07-12,002415,32.21,32.29,32.68,31.75,299861,1026805635.8,2.89,0.28,0.09,0.33
2023-07-13,002415,32.29,32.88,32.95,32.29,256819,890722422.19,2.04,1.83,0.59,0.28
2023-07-14,002415,32.82,32.65,33.25,32.55,224811,784083373.51,2.13,-0.7,-0.23,0.25
2023-07-17,002415,32.6,32.21,32.65,31.99,169352,579343571.92,2.02,-1.35,-0.44,0.19
2023-07-18,002415,32.17,32.07,32.44,32.0,170717,583030477.2,1.37,-0.43,-0.14,0.19
2023-07-19,002415,32.02,32.29,32.3,31.91,135276,461623538.96,1.22,0.69,0.22,0.15
2023-07-20,002415,32.62,31.82,32.76,31.8,185099,630801660.95,2.97,-1.46,-0.47,0.2
