date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,turnover
2023-01-03,002475,31.0,30.89,31.49,30.33,425836,1343981752.12,3.73,-0.74,-0.23,0.6
2023-01-04,002475,30.57,27.74,30.59,27.74,1820306,5267043589.41,9.23,-10.2,-3.15,2.56
2023-01-05,002475,28.43,28.77,28.79,27.74,1475814,4280210207.26,3.79,3.71,1.03,2.08
2023-01-06,002475,28.12,28.22,28.56,27.74,911004,2621224435.66,2.85,-1.91,-0.55,1.28
2023-01-09,002475,28.2,28.46,28.65,28.2,574215,1669552658.05,1.59,0.85,0.24,0.81
2023-01-10,002475,28.52,29.02,29.28,28.08,611756,1797812205.79,4.22,1.97,0.56,0.86
2023-01-11,002475,29.03,28.73,29.47,28.73,397905,1177362625.45,2.55,-1.0,-0.29,0.56
2023-01-12,002475,28.86,28.83,29.08,28.5,293879,863995293.72,2.02,0.35,0.1,0.41
2023-01-13,002475,28.8,28.61,28.95,28.31,361666,1055345418.38,2.22,-0.76,-0.22,0.51
2023-01-16,002475,28.43,29.15,29.55,28.4,705386,2097452009.61,4.02,1.89,0.54,0.99
2023-01-17,002475,29.16,30.41,30.67,29.04,750353,2320152767.99,5.59,4.32,1.26,1.06
2023-01-18,002475,30.36,30.17,30.53,30.09,337018,1041884365.95,1.45,-0.79,-0.24,0.47
2023-01-19,002475,30.17,30.37,30.46,29.89,280394,865731785.15,1.89,0.66,0.2,0.39
2023-01-20,002475,30.44,30.46,30.8,30.27,305868,951760938.88,1.75,0.3,0.09,0.43
2023-01-30,002475,31.4,32.01,32.66,31.27,966296,3156136459.82,4.56,5.09,1.55,1.36
2023-01-31,002475,32.03,31.85,32.35,31.58,357127,1162534725.25,2.41,-0.5,-0.16,0.5
2023-02-01,002475,31.86,32.48,32.58,31.63,489896,1605961375.34,2.98,1.98,0.63,0.69
2023-02-02,002475,32.5,32.0,32.85,31.98,395146,1298848209.99,2.68,-1.48,-0.48,0.56
2023-02-03,002475,31.88,32.15,32.44,31.26,483323,1568488778.76,3.69,0.47,0.15,0.68
