date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,turnover
2023-01-03,600309,87.53,87.93,88.42,86.83,94489,870562092.0,1.8,-0.28,-0.25,0.3
2023-01-04,600309,88.13,87.98,88.71,87.73,67351,624190771.0,1.11,0.06,0.05,0.21
2023-01-05,600309,89.03,88.43,89.08,88.21,66736,620378248.0,0.99,0.51,0.45,0.21
2023-01-06,600309,88.19,89.21,89.93,88.19,93806,880537114.0,1.97,0.88,0.78,0.3
2023-01-09,600309,89.33,88.64,91.41,88.53,105348,990599704.0,3.23,-0.64,-0.57,0.34
2023-01-10,600309,88.76,86.43,88.92,85.6,125571,1143545146.0,3.75,-2.49,-2.21,0.4
2023-01-11,600309,86.6,86.0,87.48,85.78,76591,696714660.0,1.97,-0.5,-0.43,0.24
2023-01-12,600309,86.52,86.73,87.19,86.04,52959,482791947.0,1.34,0.85,0.73,0.17
2023-01-13,600309,87.44,88.86,88.87,86.88,70400,652874292.0,2.29,2.46,2.13,0.22
2023-01-16,600309,88.57,90.99,91.44,88.23,126589,1203111182.0,3.61,2.4,2.13,0.4
2023-01-17,600309,91.37,91.18,91.92,90.53,81315,778385840.0,1.53,0.21,0.19,0.26
2023-01-18,600309,91.51,90.46,92.03,90.13,59231,563982860.0,2.08,-0.79,-0.72,0.19
2023-01-19,600309,90.74,91.38,91.43,89.73,89974,856238862.0,1.88,1.02,0.92,0.29
2023-01-20,600309,92.01,90.45,92.01,90.12,90780,864963277.0,2.07,-1.02,-0.93,0.29
2023-01-30,600309,92.97,93.4,94.13,91.23,157534,1541765263.0,3.21,3.26,2.95,0.5
2023-01-31,600309,94.21,92.14,94.33,91.93,115907,1128492621.0,2.57,-1.35,-1.26,0.37
2023-02-01,600309,92.51,92.48,92.83,91.14,95033,918195648.0,1.83,0.37,0.34,0.3
2023-02-02,600309,92.49,95.57,95.83,91.31,207344,2038331869.0,4.89,3.34,3.09,0.66
2023-02-03,600309,94.53,95.51,95.79,93.44,183163,1821047392.0,2.46,-0.06,-0.06,0.58
2023-02-06,600309,94.83,94.72,95.01,92.39,142930,1406459911.0,2.74,-0.83,-0.79,0.46
2023-02-07,600309,94.31,93.57,94.46,92.89,77759,763553295.0,1.66,-1.21,-1.15,0.25
2023-02-08,600309,93.33,92.79,94.53,92.53,103213,1010857473.0,2.14,-0.83,-0.78,0.33
2023-02-09,600309,92.53,93.01,93.43,92.18,90776,882926036.0,1.35,0.24,0.22,0.29
2023-02-10,600309,92.95,93.52,94.03,92.61,80099,784231808.0,1.53,0.55,0.51,0.26
2023-02-13,600309,92.64,93.5,93.93,92.55,94457,924478699.0,1.48,-0.02,-0.02,0.3
2023-02-14,600309,92.33,95.53,95.85,91.77,143878,1429769441.0,4.36,2.17,2.03,0.46
2023-02-15,600309,95.53,94.94,96.31,94.41,57900,576116664.0,1.99,-0.62,-0.59,0.18
